sent_id,sys_name,orig_sent,simp_sent,rater_id,simplicity
1,Hybrid,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side and is composed a Sudanese militia group recruited from the Abbala tribes of Rizeigat Sudan in the region.,46,16
1,Hybrid,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side and is composed a Sudanese militia group recruited from the Abbala tribes of Rizeigat Sudan in the region.,54,0
1,Hybrid,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side and is composed a Sudanese militia group recruited from the Abbala tribes of Rizeigat Sudan in the region.,59,10
1,Hybrid,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side and is composed a Sudanese militia group recruited from the Abbala tribes of Rizeigat Sudan in the region.,60,25
1,Hybrid,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side and is composed a Sudanese militia group recruited from the Abbala tribes of Rizeigat Sudan in the region.,61,6
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,0,100
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,6,23
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,12,79
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,19,100
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,22,100
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,26,100
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,28,39
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,30,95
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,31,93
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,33,100
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,34,75
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,43,77
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,45,91
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,50,41
3,ACCESS,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to be a hole in the cloud deck of Neptune.,59,65
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",6,0
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",7,5
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",12,0
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",19,50
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",22,0
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",26,100
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",28,2
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",30,83
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",31,32
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",34,45
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",43,56
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",45,8
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",48,92
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",50,0
5,DMASS-DCSS,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.",59,0
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",4,50
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",8,0
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",18,9
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",19,0
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",22,0
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",26,100
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",33,79
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",34,76
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",41,50
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",43,50
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",50,0
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",55,46
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",56,50
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",59,100
6,ACCESS,"There he died six weeks later, on 13 January 888.","There he died six weeks later on January 13, 888.",61,63
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",0,25
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",13,69
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",18,75
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",19,100
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",21,100
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",26,57
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",33,60
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",34,80
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",43,34
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",47,17
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",50,5
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",55,48
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",59,40
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",61,100
6,Hybrid,"There he died six weeks later, on 13 January 888.","There, he died.",62,4
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,8,34
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,11,100
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,18,1
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,19,45
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,21,100
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,23,25
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,26,100
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,28,0
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,30,79
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,33,28
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,47,17
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,59,65
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,60,35
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,61,53
7,Dress-Ls,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally referring to the coastal peoples of Papua New Guinea.,63,9
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",8,1
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",12,1
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",19,100
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",20,5
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",26,58
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",28,0
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",30,8
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",32,50
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",33,0
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",45,45
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",46,1
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",59,0
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",60,10
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",61,1
8,Hybrid,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",", the recipient has been presented.",63,1
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",6,41
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",12,20
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",19,0
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",22,0
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",26,100
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",28,1
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",30,89
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",31,18
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",33,21
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",34,14
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",43,55
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",45,27
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",48,74
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",50,0
8,SBMT-SARI,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.",57,65
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",6,50
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",12,0
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",22,46
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",26,100
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",28,0
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",30,98
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",31,96
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",34,84
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",43,52
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",45,1
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",48,95
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",50,15
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",58,72
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",59,100
9,PBMT-R,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.",66,73
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",6,64
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",8,63
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",18,0
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",19,100
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",22,41
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",26,100
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",34,72
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",35,8
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",41,100
10,ACCESS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",43,100
